Table 8. Life expectancy in Scotland's council areas split by deprivation quintile 2014-2018,,,,,,,,,
,,,,,,,,,
Council area,SIMD quintile (SIMD 2016),Sex,Age band,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),,,
South Ayrshire,4,male,45 to 49,36.76643,36.01013,37.52274,,,
South Ayrshire,4,male,50 to 54,31.96984,31.23036,32.70933,,,
South Ayrshire,4,male,55 to 59,27.55161,26.84807,28.25516,,,
South Ayrshire,4,male,60 to 64,22.988,22.30774,23.66826,,,
South Ayrshire,4,male,65 to 69,18.59466,17.93714,19.25218,,,
South Ayrshire,4,male,70 to 74,14.64845,14.01332,15.28358,,,
South Ayrshire,4,male,75 to 79,11.29687,10.67845,11.91529,,,
South Ayrshire,4,male,80 to 84,8.53499,7.92515,9.14482,,,
South Ayrshire,4,male,85 to 89,5.95426,5.2883,6.62021,,,
South Ayrshire,4,male,90+,4.43529,3.49239,5.3782,,,
South Ayrshire,5,female,less than 1,84.41597,83.39695,85.43499,,,
South Ayrshire,5,female,1 to 4,83.6863,82.81255,84.56005,,,
South Ayrshire,5,female,5 to 9,79.6863,78.81255,80.56005,,,
South Ayrshire,5,female,10 to 14,74.6863,73.81255,75.56005,,,
South Ayrshire,5,female,15 to 19,69.6863,68.81255,70.56005,,,
South Ayrshire,5,female,20 to 24,64.6863,63.81255,65.56005,,,
South Ayrshire,5,female,25 to 29,59.6863,58.81255,60.56005,,,
South Ayrshire,5,female,30 to 34,54.86156,54.05548,55.66764,,,
South Ayrshire,5,female,35 to 39,50.14337,49.43386,50.85288,,,
South Ayrshire,5,female,40 to 44,45.23747,44.55095,45.924,,,
South Ayrshire,5,female,45 to 49,40.44866,39.80168,41.09564,,,
South Ayrshire,5,female,50 to 54,35.63364,35.00942,36.25787,,,
South Ayrshire,5,female,55 to 59,30.77342,30.16178,31.38506,,,
South Ayrshire,5,female,60 to 64,26.31642,25.74384,26.88901,,,
South Ayrshire,5,female,65 to 69,21.67739,21.12603,22.22874,,,
South Ayrshire,5,female,70 to 74,17.27493,16.74543,17.80442,,,
South Ayrshire,5,female,75 to 79,13.18426,12.68077,13.68774,,,
South Ayrshire,5,female,80 to 84,9.59423,9.12188,10.06657,,,
South Ayrshire,5,female,85 to 89,6.62668,6.17145,7.08191,,,
South Ayrshire,5,female,90+,4.28679,3.77065,4.80293,,,
South Ayrshire,5,male,less than 1,82.24307,81.1754,83.31075,,,
South Ayrshire,5,male,1 to 4,81.24307,80.1754,82.31075,,,
South Ayrshire,5,male,5 to 9,77.24307,76.1754,78.31075,,,
South Ayrshire,5,male,10 to 14,72.24307,71.1754,73.31075,,,
South Ayrshire,5,male,15 to 19,67.24307,66.1754,68.31075,,,
South Ayrshire,5,male,20 to 24,62.46004,61.432,63.48808,,,
South Ayrshire,5,male,25 to 29,57.68881,56.70696,58.67066,,,
South Ayrshire,5,male,30 to 34,52.99072,52.09709,53.88435,,,
South Ayrshire,5,male,35 to 39,48.18277,47.36887,48.99667,,,
South Ayrshire,5,male,40 to 44,43.29632,42.51143,44.08122,,,
South Ayrshire,5,male,45 to 49,38.43827,37.6757,39.20085,,,
South Ayrshire,5,male,50 to 54,33.80239,33.08137,34.52341,,,
South Ayrshire,5,male,55 to 59,28.99089,28.28472,29.69707,,,
South Ayrshire,5,male,60 to 64,24.56279,23.88982,25.23576,,,
South Ayrshire,5,male,65 to 69,20.30616,19.66721,20.94511,,,
South Ayrshire,5,male,70 to 74,16.09554,15.47447,16.71662,,,
South Ayrshire,5,male,75 to 79,12.47161,11.86528,13.07794,,,
South Ayrshire,5,male,80 to 84,9.0698,8.46399,9.6756,,,
South Ayrshire,5,male,85 to 89,6.67887,5.99868,7.35906,,,
South Ayrshire,5,male,90+,5.21186,4.27147,6.15225,,,
South Ayrshire,all,female,less than 1,81.16582,80.6871,81.64454,,,
South Ayrshire,all,female,1 to 4,80.40086,79.95353,80.84819,,,
South Ayrshire,all,female,5 to 9,76.43135,75.98785,76.87484,,,
South Ayrshire,all,female,10 to 14,71.45773,71.01711,71.89836,,,
South Ayrshire,all,female,15 to 19,66.45773,66.01711,66.89836,,,
South Ayrshire,all,female,20 to 24,61.54534,61.11256,61.97812,,,
South Ayrshire,all,female,25 to 29,56.70402,56.28428,57.12376,,,
South Ayrshire,all,female,30 to 34,51.91343,51.51072,52.31614,,,
South Ayrshire,all,female,35 to 39,47.20334,46.82258,47.5841,,,
South Ayrshire,all,female,40 to 44,42.45679,42.09343,42.82015,,,
South Ayrshire,all,female,45 to 49,37.86931,37.52887,38.20975,,,
South Ayrshire,all,female,50 to 54,33.18878,32.86077,33.51679,,,
South Ayrshire,all,female,55 to 59,28.7117,28.39931,29.0241,,,
South Ayrshire,all,female,60 to 64,24.32328,24.02653,24.62003,,,
South Ayrshire,all,female,65 to 69,20.09754,19.8179,20.37718,,,
South Ayrshire,all,female,70 to 74,16.03281,15.76729,16.29832,,,
South Ayrshire,all,female,75 to 79,12.44211,12.19189,12.69233,,,
South Ayrshire,all,female,80 to 84,9.22958,8.99265,9.46651,,,
South Ayrshire,all,female,85 to 89,6.53983,6.2993,6.78035,,,
South Ayrshire,all,female,90+,4.68681,4.3823,4.99133,,,
South Ayrshire,all,male,less than 1,77.5735,77.04395,78.10304,,,
South Ayrshire,all,male,1 to 4,76.78979,76.28359,77.29599,,,
South Ayrshire,all,male,5 to 9,72.81704,72.31349,73.3206,,,
South Ayrshire,all,male,10 to 14,67.81704,67.31349,68.3206,,,
South Ayrshire,all,male,15 to 19,62.8629,62.36302,63.36278,,,
South Ayrshire,all,male,20 to 24,57.92146,57.42551,58.41742,,,
South Ayrshire,all,male,25 to 29,53.19718,52.71879,53.67557,,,
South Ayrshire,all,male,30 to 34,48.54414,48.08862,48.99965,,,
South Ayrshire,all,male,35 to 39,44.03008,43.60824,44.45191,,,
South Ayrshire,all,male,40 to 44,39.48658,39.09419,39.87897,,,
South Ayrshire,all,male,45 to 49,35.03575,34.67182,35.39969,,,
South Ayrshire,all,male,50 to 54,30.63487,30.29323,30.97651,,,
South Ayrshire,all,male,55 to 59,26.21901,25.89335,26.54467,,,
South Ayrshire,all,male,60 to 64,22.02922,21.72199,22.33645,,,
South Ayrshire,all,male,65 to 69,17.96657,17.67671,18.25642,,,
South Ayrshire,all,male,70 to 74,14.29915,14.02314,14.57515,,,
South Ayrshire,all,male,75 to 79,11.02765,10.76239,11.2929,,,
South Ayrshire,all,male,80 to 84,8.14846,7.88789,8.40902,,,
South Ayrshire,all,male,85 to 89,5.81129,5.52751,6.09506,,,
South Ayrshire,all,male,90+,4.32258,3.9159,4.72926,,,
South Lanarkshire,1,female,less than 1,77.20172,76.53922,77.86422,,,
South Lanarkshire,1,female,1 to 4,76.46571,75.83551,77.0959,,,
South Lanarkshire,1,female,5 to 9,72.50692,71.88157,73.13227,,,
South Lanarkshire,1,female,10 to 14,67.50692,66.88157,68.13227,,,
South Lanarkshire,1,female,15 to 19,62.54598,61.92496,63.167,,,
South Lanarkshire,1,female,20 to 24,57.61558,57.00138,58.22978,,,
South Lanarkshire,1,female,25 to 29,52.78385,52.18272,53.38499,,,
South Lanarkshire,1,female,30 to 34,47.85575,47.25929,48.45222,,,
South Lanarkshire,1,female,35 to 39,43.18757,42.60933,43.76582,,,
South Lanarkshire,1,female,40 to 44,38.76788,38.2228,39.31296,,,
South Lanarkshire,1,female,45 to 49,34.30452,33.78755,34.82149,,,
South Lanarkshire,1,female,50 to 54,30.06051,29.57215,30.54886,,,
South Lanarkshire,1,female,55 to 59,25.71856,25.25116,26.18597,,,
South Lanarkshire,1,female,60 to 64,21.52457,21.07901,21.97013,,,
South Lanarkshire,1,female,65 to 69,17.61589,17.19548,18.0363,,,
South Lanarkshire,1,female,70 to 74,14.12186,13.7256,14.51813,,,
South Lanarkshire,1,female,75 to 79,11.19923,10.83083,11.56763,,,
South Lanarkshire,1,female,80 to 84,8.52158,8.16976,8.87339,,,
South Lanarkshire,1,female,85 to 89,6.11982,5.74934,6.4903,,,
South Lanarkshire,1,female,90+,4.54545,4.05503,5.03588,,,
South Lanarkshire,1,male,less than 1,72.0452,71.29387,72.79653,,,
South Lanarkshire,1,male,1 to 4,71.28285,70.5535,72.0122,,,
South Lanarkshire,1,male,5 to 9,67.39229,66.67238,68.1122,,,
South Lanarkshire,1,male,10 to 14,62.42871,61.71194,63.14548,,,
South Lanarkshire,1,male,15 to 19,57.42871,56.71194,58.14548,,,
South Lanarkshire,1,male,20 to 24,52.72032,52.02552,53.41511,,,
South Lanarkshire,1,male,25 to 29,47.90009,47.21569,48.58449,,,
South Lanarkshire,1,male,30 to 34,43.4228,42.7663,44.0793,,,
South Lanarkshire,1,male,35 to 39,39.05842,38.43381,39.68302,,,
South Lanarkshire,1,male,40 to 44,34.8066,34.21625,35.39695,,,
South Lanarkshire,1,male,45 to 49,30.73013,30.17668,31.28359,,,
South Lanarkshire,1,male,50 to 54,26.76931,26.24712,27.29151,,,
South Lanarkshire,1,male,55 to 59,22.69237,22.19268,23.19207,,,
South Lanarkshire,1,male,60 to 64,19.05053,18.57536,19.52571,,,
South Lanarkshire,1,male,65 to 69,15.80112,15.35202,16.25022,,,
South Lanarkshire,1,male,70 to 74,12.65304,12.21923,13.08684,,,
South Lanarkshire,1,male,75 to 79,9.76398,9.33117,10.1968,,,
South Lanarkshire,1,male,80 to 84,7.70924,7.24844,8.17005,,,
South Lanarkshire,1,male,85 to 89,6.03012,5.47032,6.58992,,,
South Lanarkshire,1,male,90+,4.71304,3.85164,5.57445,,,
South Lanarkshire,2,female,less than 1,79.68746,79.112,80.26293,,,
South Lanarkshire,2,female,1 to 4,78.84304,78.29404,79.39204,,,
South Lanarkshire,2,female,5 to 9,74.84304,74.29404,75.39204,,,
South Lanarkshire,2,female,10 to 14,69.84304,69.29404,70.39204,,,
South Lanarkshire,2,female,15 to 19,64.84304,64.29404,65.39204,,,
South Lanarkshire,2,female,20 to 24,59.92132,59.38246,60.46019,,,
South Lanarkshire,2,female,25 to 29,54.95223,54.41649,55.48797,,,
South Lanarkshire,2,female,30 to 34,50.03514,49.50683,50.56345,,,
South Lanarkshire,2,female,35 to 39,45.22364,44.70964,45.73764,,,
South Lanarkshire,2,female,40 to 44,40.48342,39.98975,40.97708,,,
South Lanarkshire,2,female,45 to 49,35.81569,35.34365,36.28773,,,
South Lanarkshire,2,female,50 to 54,31.34196,30.89487,31.78906,,,
South Lanarkshire,2,female,55 to 59,26.97595,26.55221,27.3997,,,
South Lanarkshire,2,female,60 to 64,22.59137,22.18712,22.99563,,,
South Lanarkshire,2,female,65 to 69,18.57773,18.2007,18.95477,,,
South Lanarkshire,2,female,70 to 74,14.63267,14.2768,14.98855,,,
South Lanarkshire,2,female,75 to 79,11.19857,10.86795,11.5292,,,
South Lanarkshire,2,female,80 to 84,8.48091,8.17227,8.78956,,,
South Lanarkshire,2,female,85 to 89,6.0027,5.6882,6.3172,,,
South Lanarkshire,2,female,90+,4.44,4.00488,4.87512,,,
South Lanarkshire,2,male,less than 1,75.29025,74.62495,75.95555,,,
South Lanarkshire,2,male,1 to 4,74.47493,73.83308,75.11678,,,
South Lanarkshire,2,male,5 to 9,70.47493,69.83308,71.11678,,,
South Lanarkshire,2,male,10 to 14,65.47493,64.83308,66.11678,,,
South Lanarkshire,2,male,15 to 19,60.5531,59.91966,61.18653,,,
South Lanarkshire,2,male,20 to 24,55.58669,54.95632,56.21707,,,
South Lanarkshire,2,male,25 to 29,50.82017,50.20814,51.4322,,,
South Lanarkshire,2,male,30 to 34,46.18738,45.60171,46.77306,,,
South Lanarkshire,2,male,35 to 39,41.51675,40.95264,42.08085,,,
South Lanarkshire,2,male,40 to 44,36.97266,36.43852,37.50679,,,
South Lanarkshire,2,male,45 to 49,32.5961,32.09509,33.0971,,,
South Lanarkshire,2,male,50 to 54,28.24421,27.76792,28.72051,,,
South Lanarkshire,2,male,55 to 59,24.01604,23.56161,24.47046,,,
South Lanarkshire,2,male,60 to 64,20.09786,19.6693,20.52641,,,
South Lanarkshire,2,male,65 to 69,16.52117,16.12306,16.91928,,,
South Lanarkshire,2,male,70 to 74,13.03585,12.65745,13.41425,,,
South Lanarkshire,2,male,75 to 79,9.89725,9.5322,10.26231,,,
South Lanarkshire,2,male,80 to 84,7.31389,6.95216,7.67561,,,
South Lanarkshire,2,male,85 to 89,5.47671,5.0647,5.88871,,,
South Lanarkshire,2,male,90+,4.11585,3.48592,4.74579,,,
South Lanarkshire,3,female,less than 1,80.32414,79.71232,80.93597,,,
South Lanarkshire,3,female,1 to 4,79.72149,79.18207,80.26091,,,
South Lanarkshire,3,female,5 to 9,75.72149,75.18207,76.26091,,,
South Lanarkshire,3,female,10 to 14,70.72149,70.18207,71.26091,,,
South Lanarkshire,3,female,15 to 19,65.7648,65.23177,66.29784,,,
South Lanarkshire,3,female,20 to 24,60.7648,60.23177,61.29784,,,
South Lanarkshire,3,female,25 to 29,55.79843,55.26917,56.32768,,,
South Lanarkshire,3,female,30 to 34,50.94292,50.42761,51.45823,,,
South Lanarkshire,3,female,35 to 39,46.14542,45.64743,46.64341,,,
South Lanarkshire,3,female,40 to 44,41.40523,40.92853,41.88193,,,
South Lanarkshire,3,female,45 to 49,36.67441,36.21742,37.1314,,,
South Lanarkshire,3,female,50 to 54,32.08389,31.6464,32.52138,,,
South Lanarkshire,3,female,55 to 59,27.51707,27.09603,27.93811,,,
South Lanarkshire,3,female,60 to 64,23.17342,22.77321,23.57362,,,
South Lanarkshire,3,female,65 to 69,18.9562,18.58043,19.33196,,,
South Lanarkshire,3,female,70 to 74,14.97969,14.63213,15.32726,,,
South Lanarkshire,3,female,75 to 79,11.42805,11.11016,11.74593,,,
South Lanarkshire,3,female,80 to 84,8.59437,8.30494,8.8838,,,
South Lanarkshire,3,female,85 to 89,5.88636,5.60242,6.17029,,,
South Lanarkshire,3,female,90+,4.10651,3.74905,4.46397,,,
South Lanarkshire,3,male,less than 1,76.8306,76.18885,77.47235,,,
South Lanarkshire,3,male,1 to 4,75.93079,75.3034,76.55818,,,
South Lanarkshire,3,male,5 to 9,71.97805,71.35714,72.59896,,,
South Lanarkshire,3,male,10 to 14,66.97805,66.35714,67.59896,,,
South Lanarkshire,3,male,15 to 19,62.0203,61.40453,62.63607,,,
South Lanarkshire,3,male,20 to 24,57.12643,56.52138,57.73147,,,
South Lanarkshire,3,male,25 to 29,52.45942,51.88358,53.03527,,,
South Lanarkshire,3,male,30 to 34,47.62853,47.06686,48.1902,,,
South Lanarkshire,3,male,35 to 39,42.88263,42.34033,43.42493,,,
South Lanarkshire,3,male,40 to 44,38.37548,37.86918,38.88177,,,
South Lanarkshire,3,male,45 to 49,33.76666,33.28474,34.24858,,,
South Lanarkshire,3,male,50 to 54,29.39848,28.94272,29.85423,,,
South Lanarkshire,3,male,55 to 59,25.08452,24.65087,25.51816,,,
South Lanarkshire,3,male,60 to 64,20.79439,20.37881,21.20996,,,
South Lanarkshire,3,male,65 to 69,16.6741,16.27755,17.07065,,,
South Lanarkshire,3,male,70 to 74,13.14915,12.78163,13.51668,,,
South Lanarkshire,3,male,75 to 79,9.97232,9.6312,10.31344,,,
South Lanarkshire,3,male,80 to 84,7.21982,6.89165,7.54799,,,
South Lanarkshire,3,male,85 to 89,5.20437,4.85482,5.55392,,,
South Lanarkshire,3,male,90+,3.48913,2.98498,3.99329,,,
South Lanarkshire,4,female,less than 1,82.34704,81.79163,82.90245,,,
South Lanarkshire,4,female,1 to 4,81.62113,81.10901,82.13326,,,
South Lanarkshire,4,female,5 to 9,77.70934,77.21145,78.20723,,,
South Lanarkshire,4,female,10 to 14,72.70934,72.21145,73.20723,,,
South Lanarkshire,4,female,15 to 19,67.70934,67.21145,68.20723,,,
South Lanarkshire,4,female,20 to 24,62.745,62.25177,63.23823,,,
South Lanarkshire,4,female,25 to 29,57.78011,57.29141,58.2688,,,
South Lanarkshire,4,female,30 to 34,52.84087,52.35895,53.32279,,,
South Lanarkshire,4,female,35 to 39,47.95969,47.48802,48.43136,,,
South Lanarkshire,4,female,40 to 44,43.13336,42.67373,43.59298,,,
South Lanarkshire,4,female,45 to 49,38.28098,37.82992,38.73204,,,
South Lanarkshire,4,female,50 to 54,33.52147,33.08053,33.96241,,,
South Lanarkshire,4,female,55 to 59,28.84694,28.41703,29.27685,,,
South Lanarkshire,4,female,60 to 64,24.35151,23.93674,24.76628,,,
South Lanarkshire,4,female,65 to 69,19.90835,19.50998,20.30673,,,
South Lanarkshire,4,female,70 to 74,15.79397,15.41632,16.17162,,,
South Lanarkshire,4,female,75 to 79,12.11197,11.76163,12.46232,,,
South Lanarkshire,4,female,80 to 84,8.93438,8.61178,9.25699,,,
South Lanarkshire,4,female,85 to 89,6.11659,5.80172,6.43146,,,
South Lanarkshire,4,female,90+,4.13382,3.73416,4.53348,,,
South Lanarkshire,4,male,less than 1,79.6167,79.02309,80.21031,,,
South Lanarkshire,4,male,1 to 4,78.69785,78.11438,79.28131,,,
South Lanarkshire,4,male,5 to 9,74.7721,74.19722,75.34698,,,
South Lanarkshire,4,male,10 to 14,69.80852,69.2378,70.37924,,,
South Lanarkshire,4,male,15 to 19,64.80852,64.2378,65.37924,,,
South Lanarkshire,4,male,20 to 24,59.83963,59.27189,60.40737,,,
South Lanarkshire,4,male,25 to 29,54.9637,54.40791,55.5195,,,
South Lanarkshire,4,male,30 to 34,50.13935,49.59975,50.67894,,,
South Lanarkshire,4,male,35 to 39,45.33345,44.80869,45.85822,,,
South Lanarkshire,4,male,40 to 44,40.50968,39.99555,41.02382,,,
South Lanarkshire,4,male,45 to 49,35.94037,35.44778,36.43296,,,
South Lanarkshire,4,male,50 to 54,31.16413,30.67922,31.64905,,,
South Lanarkshire,4,male,55 to 59,26.64549,26.17327,27.11771,,,
South Lanarkshire,4,male,60 to 64,22.38525,21.93007,22.84042,,,
South Lanarkshire,4,male,65 to 69,18.16703,17.72826,18.60579,,,
South Lanarkshire,4,male,70 to 74,14.25717,13.83227,14.68206,,,
South Lanarkshire,4,male,75 to 79,10.79686,10.3833,11.21042,,,
South Lanarkshire,4,male,80 to 84,7.99283,7.58122,8.40444,,,
South Lanarkshire,4,male,85 to 89,5.69354,5.22853,6.15855,,,
South Lanarkshire,4,male,90+,4.43836,3.71841,5.15831,,,
South Lanarkshire,5,female,less than 1,84.51921,83.9863,85.05212,,,
South Lanarkshire,5,female,1 to 4,83.51921,82.9863,84.05212,,,
South Lanarkshire,5,female,5 to 9,79.51921,78.9863,80.05212,,,
South Lanarkshire,5,female,10 to 14,74.60033,74.07886,75.12181,,,
South Lanarkshire,5,female,15 to 19,69.64042,69.12461,70.15623,,,
South Lanarkshire,5,female,20 to 24,64.67743,64.16646,65.1884,,,
South Lanarkshire,5,female,25 to 29,59.67743,59.16646,60.1884,,,
South Lanarkshire,5,female,30 to 34,54.75939,54.26047,55.25831,,,
South Lanarkshire,5,female,35 to 39,49.79154,49.29631,50.28677,,,
South Lanarkshire,5,female,40 to 44,44.90692,44.42092,45.39292,,,
South Lanarkshire,5,female,45 to 49,39.9624,39.47984,40.44497,,,
South Lanarkshire,5,female,50 to 54,35.16023,34.68637,35.63408,,,
South Lanarkshire,5,female,55 to 59,30.40847,29.94251,30.87444,,,
South Lanarkshire,5,female,60 to 64,25.78243,25.3275,26.23737,,,
South Lanarkshire,5,female,65 to 69,21.25188,20.80942,21.69434,,,
South Lanarkshire,5,female,70 to 74,17.11753,16.69233,17.54273,,,
South Lanarkshire,5,female,75 to 79,13.02087,12.61093,13.4308,,,
South Lanarkshire,5,female,80 to 84,9.44575,9.05353,9.83797,,,
South Lanarkshire,5,female,85 to 89,6.4627,6.06488,6.86051,,,
South Lanarkshire,5,female,90+,4.0751,3.57295,4.57725,,,
South Lanarkshire,5,male,less than 1,81.40457,80.77045,82.03868,,,
South Lanarkshire,5,male,1 to 4,80.66931,80.07712,81.26151,,,
South Lanarkshire,5,male,5 to 9,76.66931,76.07712,77.26151,,,
South Lanarkshire,5,male,10 to 14,71.66931,71.07712,72.26151,,,
South Lanarkshire,5,male,15 to 19,66.70734,66.11953,67.29515,,,
South Lanarkshire,5,male,20 to 24,61.80856,61.2311,62.38603,,,
South Lanarkshire,5,male,25 to 29,56.96741,56.40543,57.52938,,,
South Lanarkshire,5,male,30 to 34,52.0055,51.44812,52.56289,,,
South Lanarkshire,5,male,35 to 39,47.28165,46.75502,47.80827,,,
South Lanarkshire,5,male,40 to 44,42.45513,41.94239,42.96788,,,
South Lanarkshire,5,male,45 to 49,37.62282,37.11976,38.12587,,,
South Lanarkshire,5,male,50 to 54,32.84587,32.35163,33.34011,,,
South Lanarkshire,5,male,55 to 59,28.26408,27.78229,28.74588,,,
South Lanarkshire,5,male,60 to 64,23.72725,23.2571,24.1974,,,
South Lanarkshire,5,male,65 to 69,19.51561,19.06217,19.96904,,,
South Lanarkshire,5,male,70 to 74,15.40261,14.96162,15.8436,,,
South Lanarkshire,5,male,75 to 79,11.66607,11.2378,12.09434,,,
South Lanarkshire,5,male,80 to 84,8.48431,8.06733,8.90129,,,
South Lanarkshire,5,male,85 to 89,5.71544,5.27078,6.1601,,,
South Lanarkshire,5,male,90+,3.66667,3.04115,4.29219,,,
South Lanarkshire,all,female,less than 1,80.71561,80.45067,80.98055,,,
South Lanarkshire,all,female,1 to 4,79.93938,79.69076,80.18801,,,
South Lanarkshire,all,female,5 to 9,75.96756,75.7209,76.21422,,,
South Lanarkshire,all,female,10 to 14,70.98441,70.7388,71.23002,,,
South Lanarkshire,all,female,15 to 19,66.009,65.76488,66.25312,,,
South Lanarkshire,all,female,20 to 24,61.05363,60.81197,61.29529,,,
South Lanarkshire,all,female,25 to 29,56.11234,55.8735,56.35119,,,
South Lanarkshire,all,female,30 to 34,51.20115,50.96618,51.43612,,,
South Lanarkshire,all,female,35 to 39,46.3888,46.16063,46.61698,,,
South Lanarkshire,all,female,40 to 44,41.66898,41.44992,41.88804,,,
South Lanarkshire,all,female,45 to 49,36.93252,36.72073,37.14431,,,
South Lanarkshire,all,female,50 to 54,32.35293,32.14937,32.55648,,,
South Lanarkshire,all,female,55 to 59,27.80535,27.60876,28.00194,,,
South Lanarkshire,all,female,60 to 64,23.394,23.20531,23.58268,,,
South Lanarkshire,all,female,65 to 69,19.17469,18.99566,19.35372,,,
South Lanarkshire,all,female,70 to 74,15.24301,15.07422,15.4118,,,
South Lanarkshire,all,female,75 to 79,11.71642,11.55929,11.87355,,,
South Lanarkshire,all,female,80 to 84,8.7548,8.60835,8.90125,,,
South Lanarkshire,all,female,85 to 89,6.0915,5.94434,6.23867,,,
South Lanarkshire,all,female,90+,4.2546,4.06334,4.44586,,,
South Lanarkshire,all,male,less than 1,76.93904,76.64104,77.23704,,,
South Lanarkshire,all,male,1 to 4,76.11136,75.82294,76.39978,,,
South Lanarkshire,all,male,5 to 9,72.16122,71.87538,72.44706,,,
South Lanarkshire,all,male,10 to 14,67.17676,66.89167,67.46185,,,
South Lanarkshire,all,male,15 to 19,62.20714,61.92347,62.49081,,,
South Lanarkshire,all,male,20 to 24,57.31978,57.04067,57.59888,,,
South Lanarkshire,all,male,25 to 29,52.52621,52.25457,52.79786,,,
South Lanarkshire,all,male,30 to 34,47.80644,47.54485,48.06803,,,
